condition,accuracy,balanced_accuracy,precision_churn,recall_churn,f1_churn,roc_auc,average_precision,log_loss,mean_probability,predicted_churn_rate
original_test,0.9464027295101881,0.9013293845037066,0.6567626686110098,0.8463706835799859,0.7396079236374833,0.9654362142124193,0.8426263904730471,0.2303287912644131,0.22948840713784613,0.11589855179625855
simulated_drift,0.7705056565507188,0.8232127655812389,0.2667702301934755,0.8874794456189805,0.41022856832618493,0.9231909762366631,0.715311346718309,0.5021620237903421,0.41260807014145173,0.2991898087018982
