evaluation_dataset,model,scenario,threshold,sample_size,total_churners,customers_contacted,contact_rate,true_churners_contacted,false_interventions,missed_churners,true_nonchurners_not_contacted,campaign_precision,churn_capture_rate,expected_retained_customers,expected_retained_value,contact_cost,false_positive_cost,fixed_campaign_cost,total_campaign_cost,net_profit,roi,profit_per_contacted_customer,profit_per_1000_customers
test_exploratory,Random Forest,conservative,0.24,94669,8514,25985,0.27448267120176617,8138,17847,376,68308,0.313180681162209,0.9558374442095372,813.8000000000001,48828.00000000001,207880.0,17847.0,0.0,225727.0,-176899.0,-0.7836856025198581,-6.807735231864537,-1868.605351276553
test_exploratory,Random Forest,conservative,0.25,94669,8514,24886,0.2628738024062787,8115,16771,399,69384,0.32608695652173914,0.9531360112755461,811.5,48690.0,199088.0,16771.0,0.0,215859.0,-167169.0,-0.7744360902255639,-6.717391304347826,-1765.8261944247852
test_exploratory,Random Forest,conservative,0.26,94669,8514,24006,0.2535782568739503,8072,15934,442,70221,0.33624927101557944,0.9480855062250411,807.2,48432.0,192048.0,15934.0,0.0,207982.0,-159550.0,-0.7671336942620034,-6.646255102890944,-1685.3457837306826
test_exploratory,Random Forest,conservative,0.27,94669,8514,23080,0.24379680782515925,8037,15043,477,71112,0.34822357019064126,0.9439746300211417,803.7,48222.0,184640.0,15043.0,0.0,199683.0,-151461.0,-0.7585072339658359,-6.562435008665512,-1599.900706672723
test_exploratory,Random Forest,conservative,0.28,94669,8514,22299,0.23554701116521776,8001,14298,513,71857,0.35880532759316563,0.9397463002114165,800.1,48006.0,178392.0,14298.0,0.0,192690.0,-144684.0,-0.7508640822045773,-6.488362706847841,-1528.3144429538709
test_exploratory,Random Forest,conservative,0.29,94669,8514,21871,0.23102599583813074,7978,13893,536,72262,0.3647752731928124,0.9370448672774254,797.8000000000001,47868.00000000001,174968.0,13893.0,0.0,188861.0,-140993.0,-0.7465437544013851,-6.446573087650314,-1489.325967317707
test_exploratory,Random Forest,conservative,0.3,94669,8514,21074,0.22260718925941966,7941,13133,573,73022,0.3768150327417671,0.9326990838618746,794.1,47646.0,168592.0,13133.0,0.0,181725.0,-134079.0,-0.7378126289723483,-6.3622947708076305,-1416.2925561693903
test_exploratory,Random Forest,conservative,0.31,94669,8514,20595,0.21754745481625454,7912,12683,602,73472,0.38417091527069674,0.9292929292929293,791.2,47472.0,164760.0,12683.0,0.0,177443.0,-129971.0,-0.732466200413654,-6.310803593105122,-1372.8992595252932
test_exploratory,Random Forest,conservative,0.32,94669,8514,20172,0.21307925508878303,7887,12285,627,73870,0.39098750743605,0.9263565891472868,788.7,47322.0,161376.0,12285.0,0.0,173661.0,-126339.0,-0.727503584569938,-6.26308744794765,-1334.5340079645923
test_exploratory,Random Forest,conservative,0.33,94669,8514,19659,0.20766037456823247,7856,11803,658,74352,0.39961340861691846,0.9227155273666902,785.6,47136.0,157272.0,11803.0,0.0,169075.0,-121939.0,-0.721212479668786,-6.20270613968157,-1288.0562803029502
test_exploratory,Random Forest,conservative,0.34,94669,8514,19300,0.2038682145158394,7835,11465,679,74690,0.40595854922279795,0.9202490016443505,783.5,47010.0,154400.0,11465.0,0.0,165865.0,-118855.0,-0.7165767340909776,-6.158290155440414,-1255.4796184601084
test_exploratory,Random Forest,conservative,0.35,94669,8514,18913,0.1997802871055995,7811,11102,703,75053,0.41299635171575105,0.9174301151045338,781.1,46866.0,151304.0,11102.0,0.0,162406.0,-115540.0,-0.7114269177247146,-6.1090255379897425,-1220.4628759150303
test_exploratory,Random Forest,conservative,0.36,94669,8514,18480,0.195206456178897,7787,10693,727,75462,0.4213744588744589,0.9146112285647169,778.7,46722.0,147840.0,10693.0,0.0,158533.0,-111811.0,-0.7052853349144973,-6.050378787878788,-1181.0730017217886
test_exploratory,Random Forest,conservative,0.37,94669,8514,18179,0.19202695708204376,7764,10415,750,75740,0.4270861983607459,0.9119097956307258,776.4000000000001,46584.00000000001,145432.0,10415.0,0.0,155847.0,-109263.0,-0.7010914550809447,-6.010396611474778,-1154.1581721577286
test_exploratory,Random Forest,conservative,0.38,94669,8514,17894,0.18901646790396012,7746,10148,768,76007,0.4328825304571365,0.9097956307258633,774.6,46476.0,143152.0,10148.0,0.0,153300.0,-106824.0,-0.6968297455968688,-5.969822286800045,-1128.3947226652865
test_exploratory,Random Forest,conservative,0.39,94669,8514,17559,0.18547782272972146,7732,9827,782,76328,0.44034398314254797,0.9081512802443035,773.2,46392.0,140472.0,9827.0,0.0,150299.0,-103907.0,-0.6913352716917611,-5.9175921180021644,-1097.5821018496024
test_exploratory,Random Forest,conservative,0.4,94669,8514,17155,0.18121032228078884,7715,9440,799,76715,0.44972311279510346,0.9061545689452666,771.5,46290.0,137240.0,9440.0,0.0,146680.0,-100390.0,-0.6844150531769839,-5.851938210434276,-1060.4316090800578
test_exploratory,Random Forest,conservative,0.41,94669,8514,16717,0.17658367575447084,7692,9025,822,77130,0.4601304061733565,0.9034531360112755,769.2,46152.0,133736.0,9025.0,0.0,142761.0,-96609.0,-0.6767184315044025,-5.779087156786505,-1020.492452650815
test_exploratory,Random Forest,conservative,0.42,94669,8514,16217,0.1713021157929206,7650,8567,864,77588,0.4717271998520072,0.8985200845665962,765.0,45900.0,129736.0,8567.0,0.0,138303.0,-92403.0,-0.6681199973970195,-5.69790960103595,-976.0639702542543
